chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
JH128096	274597	274749	+	lme_circ_0000580	152	152	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026391	CYP2D6	Nitsche2013
JH127012	57483	57655	+	lme_circ_0000217	172	172	liver, testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002042	eif2s3	Nitsche2013
JH127004	557885	558077	+	lme_circ_0000821	192	192	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000011703	si:dkey-266h18.3 (2 	Nitsche2013
JH126804	1452039	1452159	*	lme_circ_0000077	120	120	liver	None	INTERGENIC	None	None	Nitsche2013
JH131532	33018	46712	-	lme_circ_0000044	13694	192	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000002117	ISCA1	Nitsche2013
JH126874	1616822	1618673	-	lme_circ_0000842	1851	140	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018900	smc2 (2 of 2)	Nitsche2013
JH126589	2966373	2968525	-	lme_circ_0000620	2152	141	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026182	RABEP1	Nitsche2013
JH126659	1705922	1706040	-	lme_circ_0000670	118	118	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019137	CCDC65	Nitsche2013
JH129983	131157	131310	-	lme_circ_0000181	153	153	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000025128	cldn15la	Nitsche2013
JH127124	838906	839031	-	lme_circ_0000819	125	125	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014998	FAM184A	Nitsche2013
JH129199	47791	47913	+	lme_circ_0000321	122	122	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000002276	ENSLACG00000002016	Nitsche2013
JH127067	89537	89702	-	lme_circ_0000692	165	165	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003722	GAS8	Nitsche2013
JH128197	424891	425044	+	lme_circ_0000338	153	153	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVERLAPTX, OVEXON, UTR3	ENSLACT00000026547	HPS3	Nitsche2013
JH128380	425338	425513	+	lme_circ_0000831	175	175	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010377	FAM214B	Nitsche2013
JH127816	247827	250616	-	lme_circ_0000436	2789	196	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007767	rpl8 (2 of 2)	Nitsche2013
JH128245	494196	499065	+	lme_circ_0000288	4869	269	liver, testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011832	DEK	Nitsche2013
JH126609	765944	766808	+	lme_circ_0000396	864	177	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014530	COPB1	Nitsche2013
JH127065	1054163	1054308	*	lme_circ_0000050	145	145	liver	None	INTERGENIC	None	None	Nitsche2013
JH126650	2410938	2416016	+	lme_circ_0000553	5078	272	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020407	FOXRED1	Nitsche2013
JH131746	49177	49333	-	lme_circ_0000409	156	156	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002408	dldh (1 of 2)	Nitsche2013
JH126766	1521405	1656908	+	lme_circ_0000535	135503	78215	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000018558	ENSLACG00000016227	Nitsche2013
JH128875	52967	56968	+	lme_circ_0000572	4001	210	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000911	GPI	Nitsche2013
JH127234	971363	972962	-	lme_circ_0000247	1599	206	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015930	c4	Nitsche2013
JH128961	294388	299389	*	lme_circ_0000116	5001	5001	liver	None	INTERGENIC	None	None	Nitsche2013
JH128013	135088	137600	-	lme_circ_0001037	2512	108	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005140	EDF1	Nitsche2013
JH126563	3570854	3571294	-	lme_circ_0000062	440	128	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021240	LRP1	Nitsche2013
JH129208	119601	119798	*	lme_circ_0000728	197	197	testis	None	INTERGENIC	None	None	Nitsche2013
JH126795	1127403	1131785	+	lme_circ_0000027	4382	120	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016623	SPTLC3	Nitsche2013
JH129570	189205	191680	+	lme_circ_0000223	2475	143	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003931	DPYS	Nitsche2013
JH126747	458252	458377	-	lme_circ_0000494	125	125	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025427	ITIH2	Nitsche2013
JH130972	47202	47392	+	lme_circ_0001039	190	190	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002327	RBM46	Nitsche2013
JH129518	42827	45825	-	lme_circ_0000867	2998	193	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000025999	C4orf47	Nitsche2013
JH127749	202224	202396	+	lme_circ_0000881	172	172	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000006625	STX12	Nitsche2013
JH126566	6441862	6441995	-	lme_circ_0000914	133	133	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000021784	ZHX3	Nitsche2013
JH127490	528419	529086	+	lme_circ_0000458	667	126	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011940	SF3B2	Nitsche2013
JH126571	1094445	1094621	*	lme_circ_0000284	176	176	liver	None	INTERGENIC	None	None	Nitsche2013
JH130492	124590	125114	*	lme_circ_0000052	524	524	liver	None	INTERGENIC	None	None	Nitsche2013
JH126817	1775212	1775343	*	lme_circ_0000598	131	131	testis	None	INTERGENIC	None	None	Nitsche2013
JH127088	609417	611059	+	lme_circ_0000826	1642	153	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000012940	SUGP1	Nitsche2013
JH126567	4007159	4008690	-	lme_circ_0000810	1531	125	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026200	SEPT4	Nitsche2013
JH127628	60063	61853	+	lme_circ_0000526	1790	127	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002791	arsa (2 of 3)	Nitsche2013
JH126570	2916002	2918270	-	lme_circ_0000197	2268	130	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000020876	DYNLL1	Nitsche2013
JH128978	54392	54610	+	lme_circ_0000510	218	218	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000000511	STX7	Nitsche2013
JH126568	4637947	4639691	-	lme_circ_0000295	1744	300	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025614	F2	Nitsche2013
JH128277	364289	366685	-	lme_circ_0001067	2396	146	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009745	chkb	Nitsche2013
JH126721	413757	417874	-	lme_circ_0001075	4117	141	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010584	MRPL4	Nitsche2013
JH127519	634999	635179	-	lme_circ_0001002	180	180	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000013464	FBXW9	Nitsche2013
JH126665	2364015	2364176	+	lme_circ_0000477	161	161	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000020252	GNAI3	Nitsche2013
JH126747	478927	481449	-	lme_circ_0000501	2522	158	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025427	ITIH2	Nitsche2013
JH126970	710195	714340	+	lme_circ_0000879	4145	195	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000014174	WDR47	Nitsche2013
AFYH01270233	5738	6198	-	lme_circ_0000098	460	178	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000495	CTGF	Nitsche2013
JH126747	435464	437931	-	lme_circ_0000499	2467	169	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025427	ITIH2	Nitsche2013
JH126589	3774171	3775317	-	lme_circ_0000618	1146	172	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025145	EIF4H	Nitsche2013
JH126913	772598	907543	+	lme_circ_0000097	134945	129228	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON, upstream_start	ENSLACT00000015499	ENSLACG00000013550	Nitsche2013
JH127830	379882	380090	*	lme_circ_0000370	208	208	liver	None	INTERGENIC	None	None	Nitsche2013
JH128432	232496	232640	+	lme_circ_0000796	144	144	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000006112	KLHDC3	Nitsche2013
JH128645	60875	70048	+	lme_circ_0000305	9173	9173	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000003200	ERI1	Nitsche2013
JH128383	30701	30842	+	lme_circ_0001084	141	141	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000207	SEPT10	Nitsche2013
JH126677	2374372	2386134	-	lme_circ_0000056	11762	253	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000020375	ASS1	Nitsche2013
JH126766	463012	463166	-	lme_circ_0001093	154	154	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011143	ENSLACG00000009734	Nitsche2013
JH127011	81366	87363	*	lme_circ_0001070	5997	5997	testis	None	INTERGENIC	None	None	Nitsche2013
JH126581	2278117	2279177	-	lme_circ_0000699	1060	150	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020214	DNAI2	Nitsche2013
JH126974	966875	970789	*	lme_circ_0000673	3914	3914	testis	None	INTERGENIC	None	None	Nitsche2013
JH128383	18446	19177	+	lme_circ_0001085	731	131	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000207	SEPT10	Nitsche2013
JH127572	165979	167083	+	lme_circ_0000163	1104	86	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005884	HSP90B1	Nitsche2013
JH127029	1189841	1193671	-	lme_circ_0000802	3830	100	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017333	CCDC166	Nitsche2013
JH126602	1955623	1957510	-	lme_circ_0000931	1887	159	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019673	ENSLACG00000017178	Nitsche2013
JH126591	2791690	2791811	-	lme_circ_0000230	121	121	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, OVEXON, UTR3	ENSLACT00000020778	YBX1	Nitsche2013
JH127809	262572	263329	+	lme_circ_0000341	757	198	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007927	CBS	Nitsche2013
JH127440	123167	123411	+	lme_circ_0000411	244	120	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005025	GADD45G	Nitsche2013
JH127271	479493	479703	+	lme_circ_0000828	210	210	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011640	RTN4	Nitsche2013
JH131176	32217	33503	-	lme_circ_0000151	1286	105	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002053	si:ch211-160b11.4 (2	Nitsche2013
JH127028	211109	213706	+	lme_circ_0000865	2597	2597	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000006409	SERBP1	Nitsche2013
JH126707	809222	809404	-	lme_circ_0000891	182	182	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR5	ENSLACT00000014559	FBXO8	Nitsche2013
JH126981	1017142	1017328	*	lme_circ_0000012	186	186	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH127986	110271	110422	+	lme_circ_0000488	151	151	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004471	ATF4	Nitsche2013
JH127522	400788	402629	-	lme_circ_0000466	1841	122	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010406	ENSLACG00000009096	Nitsche2013
JH126690	1201403	1201550	-	lme_circ_0001054	147	147	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000025739	GATA2	Nitsche2013
JH128190	332241	332398	-	lme_circ_0000625	157	157	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000026067	CDCA7L	Nitsche2013
JH126569	4467326	4467523	-	lme_circ_0000762	197	197	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026433	POC1A	Nitsche2013
JH127111	313310	313682	-	lme_circ_0000979	372	137	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008734	hdlbpb	Nitsche2013
JH126603	2345952	2349387	+	lme_circ_0000034	3435	206	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026412	FETUB	Nitsche2013
JH126975	896340	898246	+	lme_circ_0000575	1906	203	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015663	RPL32	Nitsche2013
JH128645	175474	184364	+	lme_circ_0000862	8890	8890	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000006368	DCTN6	Nitsche2013
JH130261	107208	110203	-	lme_circ_0000461	2995	164	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026093	hp	Nitsche2013
JH126592	1439030	1442000	+	lme_circ_0000570	2970	190	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000018355	fabp10b	Nitsche2013
JH128981	216739	219026	+	lme_circ_0000110	2287	207	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007069	FGG	Nitsche2013
JH126769	424882	425044	*	lme_circ_0001021	162	162	testis	None	INTERGENIC	None	None	Nitsche2013
JH127931	170318	180134	-	lme_circ_0000885	9816	180	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005879	CCT2	Nitsche2013
JH126758	122772	124380	-	lme_circ_0000357	1608	175	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004319	ILF3	Nitsche2013
JH126600	352789	352932	-	lme_circ_0000090	143	143	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009337	CRY1	Nitsche2013
JH126758	1176067	1178232	+	lme_circ_0000896	2165	124	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017117	RAD23A	Nitsche2013
JH128057	376469	376623	+	lme_circ_0000117	154	154	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010070	KRTCAP2	Nitsche2013
JH126658	726447	733958	-	lme_circ_0000084	7511	461	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013971	SGPL1	Nitsche2013
JH126633	682107	683495	-	lme_circ_0000471	1388	131	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013585	ADAMTS13	Nitsche2013
JH128568	170663	170812	+	lme_circ_0000924	149	149	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006256	STK35	Nitsche2013
JH133507	3975	4117	*	lme_circ_0000398	142	142	liver	None	INTERGENIC	None	None	Nitsche2013
JH127032	698211	702013	-	lme_circ_0000133	3802	124	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013926	sqlea (3 of 5)	Nitsche2013
JH126574	4292497	4293719	+	lme_circ_0000757	1222	129	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021469	TXNDC17	Nitsche2013
JH126569	2732543	2732718	*	lme_circ_0000761	175	175	testis	None	INTERGENIC	None	None	Nitsche2013
JH127720	46767	46939	*	lme_circ_0001077	172	172	testis	None	INTERGENIC	None	None	Nitsche2013
JH127234	946627	946766	-	lme_circ_0000244	139	139	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015930	c4	Nitsche2013
JH128542	415859	420512	-	lme_circ_0000988	4653	135	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010685	CHRAC1	Nitsche2013
JH127496	85236	85568	*	lme_circ_0000564	332	332	liver	None	INTERGENIC	None	None	Nitsche2013
JH126587	1426267	1428924	+	lme_circ_0000100	2657	178	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018289	RPL10A	Nitsche2013
JH126566	5205774	5210522	+	lme_circ_0000379	4748	139	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000021650	CYC1	Nitsche2013
JH126981	141078	142499	-	lme_circ_0000017	1421	132	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005493	prkri	Nitsche2013
JH128380	179226	179333	+	lme_circ_0000252	107	107	liver, testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005348	ENSLACG00000004710	Nitsche2013
JH128197	448077	448205	-	lme_circ_0000337	128	128	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026219	CP	Nitsche2013
JH126598	319204	319845	+	lme_circ_0000940	641	163	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008683	SEC23A	Nitsche2013
JH128528	210410	217005	+	lme_circ_0000075	6595	193	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007099	BAG1	Nitsche2013
JH129219	45060	45221	+	lme_circ_0000768	161	161	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025706	ENSLACG00000001460	Nitsche2013
AFYH01286468	1015	1442	*	lme_circ_0001013	427	427	testis	None	INTERGENIC	None	None	Nitsche2013
JH126574	2301605	2301767	+	lme_circ_0000175	162	162	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000020231	lgals9l1	Nitsche2013
JH126715	1290727	1290913	-	lme_circ_0000385	186	186	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017799	JUND	Nitsche2013
JH128483	225906	226259	-	lme_circ_0000902	353	202	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006339	PKHD1L1	Nitsche2013
JH129269	263274	263438	+	lme_circ_0000204	164	164	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026591	crp3	Nitsche2013
JH126624	2922265	2935198	-	lme_circ_0000958	12933	88	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020835	TOP1	Nitsche2013
JH126944	1380294	1380415	+	lme_circ_0000714	121	121	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018085	TNFRSF21	Nitsche2013
JH127233	385445	385649	+	lme_circ_0000336	204	204	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010183	zgc:194887	Nitsche2013
JH126594	2322041	2329149	-	lme_circ_0000994	7108	684	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000020293	ARL6IP4	Nitsche2013
JH126948	946340	948434	-	lme_circ_0000703	2094	167	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016001	TRIM23	Nitsche2013
JH128045	572813	572981	*	lme_circ_0000870	168	168	testis	None	INTERGENIC	None	None	Nitsche2013
JH126567	2145274	2146415	+	lme_circ_0000809	1141	246	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020015	GGNBP2	Nitsche2013
JH127789	233132	233309	+	lme_circ_0000701	177	177	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007262	DCUN1D3	Nitsche2013
JH127099	1147762	1148850	-	lme_circ_0000007	1088	191	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000024910	ACSF2	Nitsche2013
JH127777	231314	231464	-	lme_circ_0001035	150	150	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006688	PKM	Nitsche2013
JH127210	298800	299728	+	lme_circ_0000889	928	207	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026335	C16orf93	Nitsche2013
JH126824	251496	251850	-	lme_circ_0000303	354	226	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000025575	SLC25A3	Nitsche2013
JH126786	1668908	1670363	-	lme_circ_0000269	1455	155	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019035	RRP12	Nitsche2013
JH129169	33788	53740	*	lme_circ_0000998	19952	19952	testis	None	INTERGENIC	None	None	Nitsche2013
JH127065	979684	980120	+	lme_circ_0000051	436	436	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000016064	si:ch73-22o12.1	Nitsche2013
JH128636	78995	97283	*	lme_circ_0000775	18288	18288	testis	None	INTERGENIC	None	None	Nitsche2013
JH128131	1517	196104	+	lme_circ_0000854	194587	1895	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000000378	ZC3H3	Nitsche2013
JH126562	7463771	7464515	-	lme_circ_0000142	744	128	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021869	RPL13A	Nitsche2013
JH126644	370892	371835	*	lme_circ_0000844	943	943	testis	None	INTERGENIC	None	None	Nitsche2013
JH127759	184045	189543	+	lme_circ_0000588	5498	209	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000006565	C1orf177	Nitsche2013
JH126582	2625667	2626616	+	lme_circ_0000961	949	164	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020654	IFT46	Nitsche2013
JH126570	2430632	2430793	*	lme_circ_0000790	161	161	testis	None	INTERGENIC	None	None	Nitsche2013
JH126824	255993	256165	-	lme_circ_0000302	172	172	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025575	SLC25A3	Nitsche2013
JH126819	762712	763524	-	lme_circ_0000739	812	150	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014448	SRPK1	Nitsche2013
JH126659	27480	31359	+	lme_circ_0000071	3879	209	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001627	PCBP2	Nitsche2013
JH128909	94131	119852	-	lme_circ_0000388	25721	113	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003515	PDIA5	Nitsche2013
