# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr2	153511993	153549303	+	mmu_circ_0001095	37310	37310	mm_ES, mm_head	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	NM_001122997	Dnmt3b	Memczak2013
chr18	83124915	83126841	+	mmu_circ_0000909	1926	1926	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	INTERGENIC	None	None	Memczak2013, Wang2012
chr10	59062675	59063441	-	mmu_circ_0000170	766	766	mm_ES, mm_head, C2C12-control-cyto	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_001033259	Ccdc109a	Memczak2013, Wang2012
chr16	13697425	13699168	+	mmu_circ_0000663	1743	377	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001177552	Bfar	Memczak2013
chr13	55335255	55349438	+	mmu_circ_0000465	14183	2869	mm_ES, mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_008739	Nsd1	Memczak2013
chr2	68196870	68248198	-	mmu_circ_0001027	51328	881	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_016866	Stk39	Memczak2013
chr14	119394167	119402208	-	mmu_circ_0000565	8041	8041	mm_head	None	INTERGENIC	None	None	Memczak2013
chr12	8944977	8945031	-	mmu_circ_0000357	54	54	mm_ES	None	ANTISENSE, CDS, coding, INTERNAL, UTR3	NM_008640	Laptm4a	Memczak2013
chr2	143788839	143800345	-	mmu_circ_0001080	11506	1042	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_024281	Rrbp1	Memczak2013
chrX	23333565	23365291	+	mmu_circ_0001868	31726	1671	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_175180	Wdr44	Memczak2013
chr17	86497851	86502340	-	mmu_circ_0000828	4489	4489	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr7	103877858	103886071	+	mmu_circ_0001595	8213	603	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_011858	Odz4	Memczak2013
chr7	132903814	132914217	+	mmu_circ_0001627	10403	400	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081022	D430042O09Rik	Memczak2013
chr6	115919893	115920266	-	mmu_circ_0001508	373	184	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_026376	Plxnd1	Memczak2013
chr1	121637931	121669848	-	mmu_circ_0000068	31917	518	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_019933	Ptpn4	Memczak2013
chr16	46436466	46438181	-	mmu_circ_0000689	1715	224	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_021496	Pvrl3	Memczak2013
chr2	153511993	153553081	+	mmu_circ_0001096	41088	41088	mm_ES, mm_head	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	NM_001122997	Dnmt3b	Memczak2013
chr15	67933032	68001785	-	mmu_circ_0000606	68753	1014	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001145888	Zfat	Memczak2013
chr7	150710065	150713216	-	mmu_circ_0001655	3151	289	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_008672	Nap1l4	Memczak2013
chr1	129688181	129696130	+	mmu_circ_0000074	7949	463	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_028399	Ccnt2	Memczak2013
chr11	12243746	12278362	-	mmu_circ_0000238	34616	787	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_172496	Cobl	Memczak2013
chr19	4037584	4041690	-	mmu_circ_0000915	4106	3864	mm_brain1, mm_brain2	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_013541	Gstp1	Memczak2013
chr4	127974429	128015941	+	mmu_circ_0001262	41512	41512	mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr18	75212634	75222827	+	mmu_circ_0000896	10193	354	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027727	Dym	Memczak2013
chr1	75493582	75510857	-	mmu_circ_0000053	17275	11011	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ALT_ACCEPTOR, CDS, coding, OVCODE, OVERLAPTX, OVEXON, upstream_start, UTR5	NM_178884	Obsl1	Memczak2013, Wang2012
chr10	88455619	88460905	-	mmu_circ_0000196	5286	389	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_178773	Ano4	Memczak2013
chr4	43505830	43505929	-	mmu_circ_0001201	99	99	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, INTERNAL, ncRNA	NR_001460	Rmrp	Memczak2013
chr12	3237284	3238112	+	mmu_circ_0000345	828	282	mm_head, mm_brain2	None	ANNOTATED, INTERNAL, ncRNA	NR_015551	1700012B15Rik	Memczak2013
chr2	32811994	32813734	-	mmu_circ_0001001	1740	180	mm_ES, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_199302	Lrsam1	Memczak2013
chr17	39982323	39982503	+	mmu_circ_0000783	180	180	mm_head	None	INTERGENIC	None	None	Memczak2013
chr4	98736868	98746540	-	mmu_circ_0001235	9672	646	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_026082	Dock7	Memczak2013
chr2	37817160	37876986	-	mmu_circ_0001014	59826	360	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_146122	Dennd1a	Memczak2013
chr19	4784723	4794009	-	mmu_circ_0000919	9286	2287	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start, UTR3, UTR5	NM_009032	Rbm4	Memczak2013, Wang2012
chr16	17367496	17389550	-	mmu_circ_0000670	22054	849	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001001983	Pi4ka	Memczak2013
chr10	43113676	43115498	+	mmu_circ_0000163	1822	306	mm_ES, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001168289	Pdss2	Memczak2013, Wang2012
chr3	51111971	51129954	-	mmu_circ_0001124	17983	481	mm_head	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_023502	Elf2	Memczak2013
chr6	17800356	17805028	+	mmu_circ_0001445	4672	322	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_022332	St7	Memczak2013
chr18	39257283	39261894	+	mmu_circ_0000863	4611	230	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_175164	Arhgap26	Memczak2013
chr7	82281183	82302335	-	mmu_circ_0001584	21152	922	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_153579	Sv2b	Memczak2013
chr1	158799571	158837849	-	mmu_circ_0000096	38278	630	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_023884	Ralgps2	Memczak2013
chr17	39982062	39982164	+	mmu_circ_0000773	102	102	mm_ES	None	INTERGENIC	None	None	Memczak2013
chr17	39981546	39981668	+	mmu_circ_0000764	122	122	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr14	57367671	57390843	-	mmu_circ_0000541	23172	789	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025682	Pspc1	Memczak2013, Wang2012
chr14	37751769	37754450	-	mmu_circ_0000526	2681	1650	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_027045	Gcap14	Memczak2013
chr6	47526561	47527666	-	mmu_circ_0001472	1105	226	mm_ES, mm_head, C2C12-control-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001146689	Ezh2	Memczak2013, Wang2012
chr19	17669029	17670268	-	mmu_circ_0000936	1239	307	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001190483	Pcsk5	Memczak2013
chr3	108357521	108357612	+	mmu_circ_0001157	91	91	mm_head	None	INTERGENIC	None	None	Memczak2013
chr2	113203992	113205986	+	mmu_circ_0001055	1994	1994	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_010230	Fmn1	Memczak2013
chr8	40126244	40134570	+	mmu_circ_0001670	8326	400	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_030254	Tusc3	Memczak2013
chr9	121636433	121640683	+	mmu_circ_0001861	4250	316	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_010918	Nktr	Memczak2013
chr11	65520485	65525799	-	mmu_circ_0000273	5314	300	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_009157	Map2k4	Memczak2013
chr18	75765281	75796995	-	mmu_circ_0000900	31714	536	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, UTR5	NM_201354	Ctif	Memczak2013
chr17	39982400	39982464	-	mmu_circ_0000784	64	64	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr10	69457119	69462246	+	mmu_circ_0000176	5127	351	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_170730	Ank3	Memczak2013
chr9	31959506	32015850	+	mmu_circ_0001761	56344	778	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001195632	Arhgap32	Memczak2013
chr5	121712537	121712616	+	mmu_circ_0001400	79	79	mm_head	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	NM_181421	Gm15800	Memczak2013
chr14	37731619	37734838	-	mmu_circ_0000525	3219	3219	mm_ES	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	NM_027045	Gcap14	Memczak2013
chr3	36805612	36807171	+	mmu_circ_0001119	1559	210	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_172679	4932438A13Rik	Memczak2013
chr10	23518551	23525846	+	mmu_circ_0000152	7295	458	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_183116	1110021L09Rik	Memczak2013
chr16	63772735	63773396	-	mmu_circ_0000697	661	661	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010140	Epha3	Memczak2013
chr15	83622383	83630614	+	mmu_circ_0000630	8231	487	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_172610	Mpped1	Memczak2013
chr4	137790157	137793222	+	mmu_circ_0001286	3065	251	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001122896	Hp1bp3	Memczak2013
chr17	39981999	39982085	+	mmu_circ_0000770	86	86	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr15	88641726	88642589	-	mmu_circ_0000635	863	328	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001142357	Alg12	Memczak2013
chr4	34786580	34787235	-	mmu_circ_0001190	655	370	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013889	Zfp292	Memczak2013, Wang2012
chr17	75068098	75069722	+	mmu_circ_0000815	1624	334	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_007566	Birc6	Memczak2013
chr9	86265947	86345617	-	mmu_circ_0001824	79670	1009	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027394	Ube2cbp	Memczak2013
chr7	148432745	148434408	+	mmu_circ_0001647	1663	404	mm_ES, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081118	Phrf1	Memczak2013
chr5	134639493	134642586	-	mmu_circ_0001421	3093	319	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_033572	Wbscr16	Memczak2013
chr2	18206249	18230576	-	mmu_circ_0000986	24327	613	mm_ES, mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_007869	Dnajc1	Memczak2013
chr6	65819174	65851853	+	mmu_circ_0001482	32679	678	mm_head, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_027547	Prdm5	Memczak2013, Wang2012
chr3	103114231	103115436	+	mmu_circ_0001153	1205	397	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_053170	Trim33	Memczak2013
chr16	24442866	24457028	+	mmu_circ_0000675	14162	220	mm_ES	None	ANNOTATED, coding, INTERNAL, UTR5	NM_178665	Lpp	Memczak2013
chr13	69651767	69654781	-	mmu_circ_0000477	3014	292	mm_ES, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_198600	Papd7	Memczak2013, Wang2012
chr9	100605571	100703773	+	mmu_circ_0001834	98202	975	mm_brain1, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_009282	Stag1	Memczak2013, Wang2012
chr1	8544805	8614962	-	mmu_circ_0000004	70157	486	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027671	Sntg1	Memczak2013
chr12	41394992	41403377	+	mmu_circ_0000368	8385	365	mm_ES, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_172803	Dock4	Memczak2013
chr4	87767173	87831986	+	mmu_circ_0001232	64813	1229	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001081184	BC057079	Memczak2013
chr7	28095199	28095806	-	mmu_circ_0001551	607	339	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_175641	Ltbp4	Memczak2013
chr10	119513488	119513597	+	mmu_circ_0000217	109	109	mm_ES	None	INTERGENIC	None	None	Memczak2013
chr13	42150768	42218582	+	mmu_circ_0000456	67814	197	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_007772	Hivep1	Memczak2013
chr11	6213790	6217083	+	mmu_circ_0000231	3293	295	mm_ES, mm_head, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001252287	Ogdh	Memczak2013, Wang2012
chr10	79327918	79328074	-	mmu_circ_0000184	156	156	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_181681	BC005764	Memczak2013
chr2	139821808	139883235	-	mmu_circ_0001075	61427	556	mm_ES, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_001159641	Tasp1	Memczak2013, Wang2012
chr10	80709474	80711235	-	mmu_circ_0000190	1761	1761	mm_ES	None	ANTISENSE, CDS, coding, INTERNAL	NM_001034895	Zfr2	Memczak2013
chr6	31116475	31147851	-	mmu_circ_0001455	31376	31376	mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr11	70423312	70423391	-	mmu_circ_0000280	79	79	mm_ES, mm_head	None	ANTISENSE, coding, INTERNAL, intronic	NM_016713	Mink1	Memczak2013
chr18	61300444	61301444	-	mmu_circ_0000876	1000	317	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_134134	Hmgxb3	Memczak2013
chr1	135649665	135650326	-	mmu_circ_0000079	661	661	mm_brain1, mm_brain2	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_213616	Atp2b4	Memczak2013
chr1	87791167	87791226	+	mmu_circ_0000056	59	59	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR5	NM_022417	Itm2c	Memczak2013
chr11	80063709	80064628	+	mmu_circ_0000300	919	215	mm_head, C2C12-control-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001163354	Rhot1	Memczak2013, Wang2012
chr7	107083671	107104050	-	mmu_circ_0001605	20379	340	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_175388	Rnf169	Memczak2013, Wang2012
chr11	11832649	11832700	+	mmu_circ_0000235	51	51	mm_ES, mm_head	None	ANTISENSE, coding, INTERNAL, UTR3	NM_001177629	Grb10	Memczak2013
chr9	72572823	72574337	+	mmu_circ_0001805	1514	186	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010890	Nedd4	Memczak2013
chr16	5953511	5956956	+	mmu_circ_0000655	3445	3445	mm_brain1	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_021477	Rbfox1	Memczak2013
chr15	76734805	76734880	+	mmu_circ_0000616	75	75	mm_ES, mm_head	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	NM_012053	Rpl8	Memczak2013
chr10	25713172	25714191	-	mmu_circ_0000155	1019	1019	mm_head, mm_brain1	None	ALT_DONOR, CDS, coding, INTERNAL, UTR5	NM_029881	Tmem200a	Memczak2013
chr18	63953878	63984892	+	mmu_circ_0000881	31014	357	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001014981	Wdr7	Memczak2013
chr3	123304358	123337258	-	mmu_circ_0001168	32900	558	mm_head, mm_brain2, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_031186	Ndst3	Memczak2013, Wang2012
chr7	74674471	74704855	-	mmu_circ_0001581	30384	551	mm_brain1	None	ANNOTATED, INTERNAL, ncRNA	NR_028144	Lrrc28	Memczak2013
chr9	115175211	115189637	-	mmu_circ_0001852	14426	563	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_024222	Stt3b	Memczak2013
chr1	63224349	63225050	-	mmu_circ_0000045	701	701	mm_ES, mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_018796	Eef1b2	Memczak2013
chr1_random	309314	309377	-	mmu_circ_0000138	63	63	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr9	89495879	89498232	-	mmu_circ_0001826	2353	2353	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_153509	AF529169	Memczak2013
chrX	12671049	12684306	+	mmu_circ_0001867	13257	928	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_009481	Usp9x	Memczak2013
chr2	158208239	158208899	+	mmu_circ_0001100	660	660	mm_brain1, mm_brain2	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	NM_175692	Snhg11	Memczak2013
chr4	117899141	117903372	+	mmu_circ_0001251	4231	4231	mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_011213	Ptprf	Memczak2013
chr5	128748861	128749747	-	mmu_circ_0001412	886	886	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_172885	Tmem132d	Memczak2013
chr15	35018142	35045400	-	mmu_circ_0000586	27258	11371	mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_019635	Stk3	Memczak2013
chr12	52748980	52762700	-	mmu_circ_0000372	13720	703	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_052973	Strn3	Memczak2013, Wang2012
chr1	158830716	158837909	-	mmu_circ_0000098	7193	296	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001159967	Ralgps2	Memczak2013
chr15	30548976	30599361	+	mmu_circ_0000581	50385	1073	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_008729	Ctnnd2	Memczak2013
chr12	101653344	101733650	-	mmu_circ_0000410	80306	674	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001033213	Ttc7b	Memczak2013
chr15	54907791	54911896	-	mmu_circ_0000601	4105	178	mm_ES, mm_head	None	ALT_DONOR, CDS, coding, INTERNAL	NM_183089	Dscc1	Memczak2013
chr5	68121030	68142324	-	mmu_circ_0001354	21294	607	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001038999	Atp8a1	Memczak2013
chr17	33379143	33381079	-	mmu_circ_0000739	1936	937	mm_brain1, mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL	NM_029952	Zfp955a	Memczak2013
chr15	73222773	73225174	-	mmu_circ_0000613	2401	2401	mm_head, mm_brain1, mm_brain2	None	ALT_DONOR, coding, INTERNAL, intronic, UTR5	NM_001130409	Ptk2	Memczak2013
chr9	9743574	9781791	-	mmu_circ_0001744	38217	430	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001170787	Cntn5	Memczak2013
chr15	67997314	68001785	-	mmu_circ_0000607	4471	412	mm_ES, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001145888	Zfat	Memczak2013
chr16	89860449	89867979	-	mmu_circ_0000707	7530	558	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001145886	Tiam1	Memczak2013
chr3	14587309	14588313	+	mmu_circ_0001111	1004	284	mm_ES, mm_head, C2C12-control-cyto	None	ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_007892	E2f5	Memczak2013, Wang2012
chr4	108755693	108775197	-	mmu_circ_0001243	19504	620	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_173350	Osbpl9	Memczak2013
chr8	38000613	38001812	-	mmu_circ_0001669	1199	1199	mm_head, mm_brain1	None	ALT_ACCEPTOR, CDS, coding, upstream_start	NM_001194940	Dlc1	Memczak2013
chr18	6111682	6115848	-	mmu_circ_0000840	4166	792	mm_ES, mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-ins, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_029277	Arhgap12	Memczak2013, Wang2012
chr11	29605534	29608770	+	mmu_circ_0000250	3236	2418	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_194051	Rtn4	Memczak2013, Wang2012
chr9	59260231	59302276	-	mmu_circ_0001782	42045	536	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_019927	Arih1	Memczak2013
chr9	63464492	63467038	+	mmu_circ_0001792	2546	462	mm_brain1, mm_brain2, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025857	Aagab	Memczak2013, Wang2012
chr11	58671737	58692370	+	mmu_circ_0000266	20633	9486	mm_ES, mm_head, mm_brain1, mm_brain2	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_172403	2810021J22Rik	Memczak2013
chr1	153323269	153325755	-	mmu_circ_0000087	2486	466	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_011277	Rnf2	Memczak2013
chr6	47434742	47459102	+	mmu_circ_0001469	24360	1244	mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_012042	Cul1	Memczak2013
chr5	136808493	136816007	-	mmu_circ_0001428	7514	154	mm_ES, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_009986	Cux1	Memczak2013
chr1	22336373	22369621	-	mmu_circ_0000016	33248	516	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001012623	Rims1	Memczak2013
chr7	125336963	125339549	-	mmu_circ_0001622	2586	597	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001031814	Smg1	Memczak2013
chr14	121991615	121996978	-	mmu_circ_0000566	5363	5363	mm_brain1, mm_brain2	None	INTERGENIC	None	None	Memczak2013
chr7	137384713	137386158	-	mmu_circ_0001633	1445	345	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010207	Fgfr2	Memczak2013
chr17	39984450	39984565	-	mmu_circ_0000792	115	115	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr15	85189883	85195789	+	mmu_circ_0000631	5906	275	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_016843	Atxn10	Memczak2013
chr5	102397887	102410608	-	mmu_circ_0001371	12721	335	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_172882	Wdfy3	Memczak2013
chr19	6341902	6343176	+	mmu_circ_0000931	1274	285	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_009006	Map4k2	Memczak2013
chr9	79935236	79941448	+	mmu_circ_0001818	6212	403	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_146003	Senp6	Memczak2013
chr19	42175126	42175327	+	mmu_circ_0000952	201	201	mm_brain1, mm_brain2, C2C12-control-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_145501	Pi4k2a	Memczak2013, Wang2012
chr7	128195600	128200913	+	mmu_circ_0001625	5313	395	mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_021554	Mettl9	Memczak2013, Wang2012
chr7	121934465	121955242	+	mmu_circ_0001617	20777	763	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_173767	Insc	Memczak2013
chr9	22448188	22483508	+	mmu_circ_0001755	35320	771	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178415	Bbs9	Memczak2013, Wang2012
chr14	26391505	26401159	+	mmu_circ_0000513	9654	329	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_183208	Zmiz1	Memczak2013
chr13	104836268	104842719	-	mmu_circ_0000496	6451	705	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_029447	Nln	Memczak2013
chr17	78712463	78715086	+	mmu_circ_0000818	2623	381	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_015800	Crim1	Memczak2013
chr3	116069544	116107536	-	mmu_circ_0001161	37992	249	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001080818	Cdc14a	Memczak2013
chr17	88407933	88410716	-	mmu_circ_0000833	2783	2783	mm_head	None	INTERGENIC	None	None	Memczak2013
chr5	148262228	148266764	+	mmu_circ_0001431	4536	260	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_028291	Pan3	Memczak2013, Wang2012
