chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chrI	11326684	11327719	+	cel_circ_0000110	1035	449	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	H25P06.2b	cdk-9	Memczak2013
chrI	13622090	13622586	-	cel_circ_0000146	496	496	fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y6B3A.1a	agef-1	Memczak2013
chrIV	15461245	15467693	-	cel_circ_0000578	6448	926	fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y73F8A.25a	Y73F8A.25	Memczak2013
chrI	4635987	4636380	-	cel_circ_0000056	393	127	fem1	None	ALT_DONOR, CDS, coding, UTR5	C44E4.6.3	C44E4.6.3	Memczak2013
chrII	1374409	1374994	-	cel_circ_0000191	585	354	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	F54D12.6	rog-1	Memczak2013
chrII	3623902	3630794	+	cel_circ_0000218	6892	6892	1cell, 2cell	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	M151.7	M151.7	Memczak2013
chrV	20672326	20673542	-	cel_circ_0000697	1216	1216	1cell, spe9	None	ANTISENSE, CDS, coding, INTERNAL, intronic	W01F3.3	mlt-11	Memczak2013
chrIV	4997211	4997301	+	cel_circ_0000525	90	90	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	T28H11.5	ssq-2	Memczak2013
chrIII	7969304	7969433	+	cel_circ_0000403	129	129	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F54H12.7	F54H12.7	Memczak2013
chrI	13366648	13366874	-	cel_circ_0000140	226	226	2cell, fem1, sperm	None	INTERGENIC	None	None	Memczak2013
chrI	2942824	2943204	+	cel_circ_0000043	380	330	2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y71F9AM.4b	cogc-3	Memczak2013
chrIII	11896894	11898150	-	cel_circ_0000442	1256	309	spe9	None	ALT_DONOR, CDS, coding, UTR5	Y56A3A.11	Y56A3A.11	Memczak2013
chrIV	1986266	1986736	+	cel_circ_0000481	470	470	fem1, spe9, sperm	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y76B12C.6	Y76B12C.6	Memczak2013
chrII	14300827	14308277	-	cel_circ_0000277	3217	3094	sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y54G11A.5.1	ctl-2	Memczak2013
chrV	13162295	13164449	+	cel_circ_0000627	5410	617	fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	T09E8.1a	T09E8.1	Memczak2013
chrIII	305646	306686	+	cel_circ_0000296	1040	329	fem1, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y50D7A.1	Y50D7A.1	Memczak2013
chrIII	6970776	6970906	-	cel_circ_0000399	130	130	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F31E3.5.1	eft-3	Memczak2013
chrI	13831725	13832141	-	cel_circ_0000153	416	369	fem1, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	W09G3.1b	W09G3.1	Memczak2013
chrII	3065835	3066537	-	cel_circ_0000208	702	278	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y25C1A.7a.1	Y25C1A.7	Memczak2013
chrII	8996517	8996625	-	cel_circ_0000244	108	108	sperm, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	F44G4.2.3	F44G4.2.3	Memczak2013
chrIII	1187295	1187741	-	cel_circ_0000315	446	319	1cell	None	ANNOTATED, CDS, coding, INTERNAL	Y119D3B.14	Y119D3B.14	Memczak2013
chrV	13995081	14006057	-	cel_circ_0000631	10976	1710	spe9	None	ANNOTATED, CDS, coding, UTR5	F58E10.1b	F58E10.1	Memczak2013
chrV	15987696	15996357	-	cel_circ_0000642	8661	8558	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	F36G9.15	F36G9.15	Memczak2013
chrIV	3537723	3542166	+	cel_circ_0000510	4443	4148	1cell, sperm	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	M57.1	M57.1	Memczak2013
chrIV	17105670	17105790	-	cel_circ_0000585	120	120	spe9, sperm_act	Low_complexity	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y116A8C.32	sfa-1	Memczak2013
chrIV	2390818	2391247	+	cel_circ_0000494	2538	961	sperm, sperm_act	None	ANNOTATED, CDS, coding	Y38F2AR.1	eri-5	Memczak2013
chrV	20098594	20098821	+	cel_circ_0000690	227	227	1cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y113G7A.3	sec-23	Memczak2013
chrIV	17098548	17099411	-	cel_circ_0000584	863	360	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y116A8C.28c	bca-2	Memczak2013
chrI	1525845	1532398	+	cel_circ_0000028	6553	5582	spe9, sperm	None	ALT_DONOR, CDS, coding, downstream_end	Y92H12A.4	Y92H12A.4	Memczak2013
chrIII	78272	82054	-	cel_circ_0000288	3782	782	spe9	None	ANNOTATED, CDS, coding, INTERNAL	F54C4.3	F54C4.3	Memczak2013
chrV	7179172	7179336	-	cel_circ_0000613	164	164	1cell, 2cell	None	ANTISENSE, CDS, coding, upstream_start, UTR5	F09G2.4	cpsf-2	Memczak2013
chrIII	430870	430981	+	cel_circ_0000299	111	111	fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y55B1BR.3	Y55B1BR.3	Memczak2013
chrIII	3088300	3088575	+	cel_circ_0000356	275	275	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	H06I04.2	sft-1	Memczak2013
chrIV	1289628	1294729	+	cel_circ_0000471	5101	3444	fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y104H12BR.1	plst-1	Memczak2013
chrII	14880935	14881279	+	cel_circ_0000282	344	344	fem1	None	ANNOTATED, CDS, coding, INTERNAL	R05H10.3b	R05H10.3	Memczak2013
chrIII	802948	803434	+	cel_circ_0000307	486	443	2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	B0412.3.1	B0412.3	Memczak2013
chrV	15396079	15396237	-	cel_circ_0000639	158	158	spe9	None	ANTISENSE, CDS, coding, INTERNAL	T06E6.2b	cyb-3	Memczak2013
chrIV	9853252	9853381	+	cel_circ_0000550	129	129	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	K07F5.11	ssq-1	Memczak2013
chrII	11118295	11119080	+	cel_circ_0000254	785	735	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	W10C6.1	mat-2	Memczak2013
chrIII	13167892	13169035	-	cel_circ_0000458	1143	682	1cell, 2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y39E4B.2	Y39E4B.2	Memczak2013
chrIII	143136	144437	-	cel_circ_0000290	1301	1301	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	T17A3.4	fbxb-82	Memczak2013
chrI	8764541	8764634	+	cel_circ_0000087	93	93	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	DY3.2.2	lmn-1	Memczak2013
chrII	2515152	2521067	-	cel_circ_0000204	5915	5915	2cell, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	F40B1.1	bath-13	Memczak2013
chrIII	438128	439393	+	cel_circ_0000300	1265	748	fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y55B1BR.2	Y55B1BR.2	Memczak2013
chrII	638219	638642	-	cel_circ_0000181	423	423	sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	K07E8.6	K07E8.6	Memczak2013
chrI	3253863	3254448	+	cel_circ_0000046	585	320	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y54E10A.2	cogc-1	Memczak2013
chrIII	3320946	3321234	-	cel_circ_0000365	288	288	spe9	None	ANNOTATED, CDS, coding	Y53G8AR.9	Y53G8AR.9	Memczak2013
chrI	9757334	9757433	+	cel_circ_0000098	99	99	sperm	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	F26E4.1	sur-6	Memczak2013
chrIV	6896037	6899920	+	cel_circ_0000533	3883	3261	2cell, fem1	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	T05A12.4a	T05A12.4	Memczak2013
chrI	11086718	11088538	-	cel_circ_0000108	1820	532	spe9	None	ANNOTATED, CDS, coding, INTERNAL	W02B9.1a	hmr-1	Memczak2013
chrII	172098	192739	+	cel_circ_0000170	20641	20123	spe9, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, upstream_start	T01D1.8	T01D1.8	Memczak2013
chrI	1999954	2001195	-	cel_circ_0000035	1241	309	1cell, 2cell, fem1, spe9, sperm	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y51F10.9	Y51F10.9	Memczak2013
chrIII	9080911	9081022	-	cel_circ_0000413	111	111	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F02A9.2.1	far-1	Memczak2013
chrI	10598849	10599303	-	cel_circ_0000102	454	454	spe9	None	ANTISENSE, CDS, coding, INTERNAL, intronic	T22A3.5	pash-1	Memczak2013
chrV	4450959	4453250	+	cel_circ_0000601	2291	2291	spe9	None	ANTISENSE, CDS, coding, downstream_end, intronic, UTR3	H22D07.1	gnrr-5	Memczak2013
chrII	4835303	4835450	+	cel_circ_0000223	147	147	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	C33F10.1	C33F10.1	Memczak2013
chrIII	10329048	10329438	-	cel_circ_0000426	390	390	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	T07C4.9b.1	nex-2	Memczak2013
chrI	4605655	4607125	+	cel_circ_0000055	1470	791	1cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, UTR5	C44E4.5	C44E4.5	Memczak2013
chrIV	1417702	1418678	-	cel_circ_0000473	976	602	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y77E11A.7b	Y77E11A.7	Memczak2013
chrI	9058970	9059088	+	cel_circ_0000091	118	118	sperm	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	W06D4.3	W06D4.3	Memczak2013
chrI	12966012	12966147	+	cel_circ_0000135	135	135	2cell, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	C47B2.3.1	tba-2	Memczak2013
chrI	909243	910399	+	cel_circ_0000012	1156	847	sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	Y95B8A.4	Y95B8A.4	Memczak2013
chrIV	13023802	13024587	+	cel_circ_0000565	785	375	1cell, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F49E11.1c	mbk-2	Memczak2013
chrX	3971579	3972413	-	cel_circ_0000703	834	583	spe9	None	ANNOTATED, CDS, coding, INTERNAL	C16B8.4	C16B8.4	Memczak2013
chrII	2508092	2508504	+	cel_circ_0000202	412	310	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	F59H5.1	F59H5.1	Memczak2013
chrV	19099504	19100591	-	cel_circ_0000677	1087	557	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y39B6A.16	Y39B6A.16	Memczak2013
chrIV	3057649	3141790	+	cel_circ_0000506	84141	81296	2cell, fem1, spe9, sperm	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	Y67D8C.3a	Y67D8C.3	Memczak2013
chrII	310160	317861	-	cel_circ_0000175	7701	7473	fem1, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	K01A2.8a	mps-2	Memczak2013
chrIII	1458507	1463584	+	cel_circ_0000321	5077	637	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y82E9BR.1	Y82E9BR.1	Memczak2013
chrII	2235463	2235853	+	cel_circ_0000199	390	390	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	F54A3.3	cct-3	Memczak2013
chrIII	3103158	3103945	-	cel_circ_0000357	787	473	fem1, spe9	None	ANNOTATED, CDS, coding, UTR5	Y53G8B.2	Y53G8B.2	Memczak2013
chrII	12229422	12229850	+	cel_circ_0000261	428	428	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y57A10A.20	sinh-1	Memczak2013
chrIII	11688006	11688217	+	cel_circ_0000438	211	211	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y41C4A.4b	crh-1	Memczak2013
chrIII	1082981	1084449	+	cel_circ_0000314	1468	335	fem1	None	ANNOTATED, CDS, coding, INTERNAL	F58B6.3a	par-2	Memczak2013
chrIII	12937792	12937916	-	cel_circ_0000455	124	124	fem1	None	ANTISENSE, CDS, coding, INTERNAL	Y37D8A.22	Y37D8A.22	Memczak2013
chrII	12925956	12926034	-	cel_circ_0000266	78	78	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F58G1.3	F58G1.3	Memczak2013
chrX	14687387	14687507	+	cel_circ_0000718	120	120	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F40E10.3.2	csq-1	Memczak2013
chrII	5376753	5376879	+	cel_circ_0000226	126	126	2cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F09E5.2	F09E5.2	Memczak2013
chrIII	2178436	2178996	+	cel_circ_0000344	560	560	1cell, fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	Y48G9A.1	Y48G9A.1	Memczak2013
chrI	6087532	6087646	-	cel_circ_0000069	114	114	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	ZK484.5	ZK484.5	Memczak2013
chrI	5489757	5489864	+	cel_circ_0000062	107	107	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	C09D4.3	C09D4.3	Memczak2013
chrI	952678	953094	-	cel_circ_0000014	416	355	1cell, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y34D9B.1a	mig-1	Memczak2013
chrII	14521307	14522643	-	cel_circ_0000278	1336	1241	1cell, 2cell, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	F57C2.2	btb-19	Memczak2013
chrIV	2351507	2351878	+	cel_circ_0000492	371	268	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y38F2AR.6	Y38F2AR.6	Memczak2013
chrI	14636272	14637484	-	cel_circ_0000164	1212	895	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y105E8B.2a	exoc-8	Memczak2013
chrII	6080138	6090730	-	cel_circ_0000231	10592	10498	1cell, spe9, sperm	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	H12I13.4	fbf-1	Memczak2013
chrIV	851993	852438	-	cel_circ_0000467	445	445	2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y55F3BR.8a	Y55F3BR.8	Memczak2013
chrIII	1074167	1076543	-	cel_circ_0000313	2376	526	1cell, 2cell, fem1, sperm, sperm_act	None	ANNOTATED, CDS, coding	Y92C3B.2a.1	Y92C3B.2a.1	Memczak2013
chrV	17947597	17948009	-	cel_circ_0000649	412	245	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y59A8B.1a	dpy-21	Memczak2013
chrIV	8001025	8004102	-	cel_circ_0000540	3077	1164	1cell, fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y42H9B.2	rig-4	Memczak2013
chrV	2006341	2012356	+	cel_circ_0000596	6015	5964	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	F59A7.9	F59A7.9	Memczak2013
chrIV	9200183	9200284	+	cel_circ_0000543	101	101	1cell, spe9	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR5	C46C2.1a	wnk-1	Memczak2013
chrX	16332359	16335021	+	cel_circ_0000723	2662	1277	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	C11G6.1	taf-3	Memczak2013
chrIII	3867942	3868038	+	cel_circ_0000372	96	96	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F13B10.2c	rpl-3	Memczak2013
chrIII	13509888	13510431	-	cel_circ_0000461	543	543	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	T28A8.7.2	mlh-1	Memczak2013
chrIII	1621415	1621508	+	cel_circ_0000327	93	93	sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	Y22D7AL.5a.2	hsp-60	Memczak2013
chrIII	6624042	6624675	-	cel_circ_0000393	633	633	spe9	None	ANNOTATED, CDS, coding, INTERNAL	C13B9.3	C13B9.3	Memczak2013
chrIII	4434261	4439411	-	cel_circ_0000379	5150	5150	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	C28A5.1	C28A5.1	Memczak2013
chrV	19100403	19100591	-	cel_circ_0000678	188	188	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y39B6A.16	Y39B6A.16	Memczak2013
chrIII	3442370	3443223	-	cel_circ_0000366	853	640	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	K01A11.4.1	K01A11.4.1	Memczak2013
chrIII	5236850	5237432	+	cel_circ_0000385	582	480	1cell, 2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C34E10.4a	wrs-2	Memczak2013
chrI	3558937	3561586	-	cel_circ_0000047	2649	2046	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y47G6A.21.1	Y47G6A.21	Memczak2013
chrIV	5947413	5947527	-	cel_circ_0000526	114	114	sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	K02B2.5.2	rps-25	Memczak2013
chrV	8223250	8223372	-	cel_circ_0000615	122	122	1cell	None	ANTISENSE, coding, INTERNAL, UTR3	K07C11.2.1	air-1	Memczak2013
chrI	3231634	3231754	+	cel_circ_0000045	120	120	2cell, sperm	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y54E10A.3	Y54E10A.3	Memczak2013
chrII	7087271	7087765	+	cel_circ_0000238	494	494	fem1	None	INTERGENIC	None	None	Memczak2013
chrII	6078750	6089346	-	cel_circ_0000230	10596	10314	1cell, 2cell, fem1, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	H12I13.4	fbf-1	Memczak2013
chrV	18160177	18162217	-	cel_circ_0000657	2040	1406	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	C14A6.13	C14A6.13	Memczak2013
chrII	13398589	13426399	+	cel_circ_0000269	27810	25241	2cell	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	Y48C3A.14	Y48C3A.14	Memczak2013
chrII	11125884	11125968	+	cel_circ_0000255	84	84	sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	F40F8.10.1	rps-9	Memczak2013
chrIV	2556151	2571057	+	cel_circ_0000502	14906	14602	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	Y69A2AR.14	Y69A2AR.14	Memczak2013
chrV	20095501	20096645	+	cel_circ_0000689	1144	834	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y113G7A.3	sec-23	Memczak2013
chrV	15867947	15869481	+	cel_circ_0000641	1534	1490	1cell, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	T06C12.4	fbxa-197	Memczak2013
chrI	11593916	11594294	+	cel_circ_0000119	378	189	fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	C17D12.2	unc-75	Memczak2013
chrII	15216287	15216540	+	cel_circ_0000285	253	253	1cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	Y46E12BL.4	Y46E12BL.4	Memczak2013
chrIII	11688012	11688217	+	cel_circ_0000439	205	205	1cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y41C4A.4c	crh-1	Memczak2013
chrIII	3076294	3076680	+	cel_circ_0000355	386	386	2cell, sperm	None	ANNOTATED, CDS, coding, INTERNAL	H06I04.3a	H06I04.3	Memczak2013
chrI	2007323	2007568	-	cel_circ_0000036	245	245	1cell, 2cell	None	ANNOTATED, CDS, coding, INTERNAL	Y20F4.3	gap-3	Memczak2013
chrII	3767586	3771584	-	cel_circ_0000219	3998	3880	fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	T24E12.9	T24E12.9	Memczak2013
chrIV	9922907	9924011	-	cel_circ_0000551	1104	525	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F25H8.5a	dur-1	Memczak2013
chrII	2923913	2924680	+	cel_circ_0000206	767	596	fem1, sperm, sperm_act	None	ANNOTATED, CDS, coding, UTR5	ZK355.2b	ZK355.2	Memczak2013
chrI	1427228	1433718	-	cel_circ_0000023	6490	5995	fem1, spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, UTR3, UTR5	Y92H12BR.4	Y92H12BR.4	Memczak2013
chrI	6491055	6491420	+	cel_circ_0000077	365	365	spe9	None	ANTISENSE, CDS, coding, INTERNAL	C55B7.8	dbr-1	Memczak2013
chrII	13745037	13748201	+	cel_circ_0000271	3164	1033	spe9	None	ANNOTATED, CDS, coding, INTERNAL	R06B9.6	mig-14	Memczak2013
chrI	4141608	4141722	+	cel_circ_0000050	114	114	1cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	E01A2.1a	E01A2.1	Memczak2013
chrV	18043535	18058230	+	cel_circ_0000652	4114	509	2cell, spe9	None	ANNOTATED, CDS, coding, UTR5	Y59A8B.7	ebp-1	Memczak2013
chrIII	3113760	3114033	-	cel_circ_0000363	273	273	1cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y53G8B.4b	nipa-1	Memczak2013
chrI	9786054	9786222	-	cel_circ_0000099	168	168	1cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F26E4.8.1	tba-1	Memczak2013
chrIV	1572110	1575041	-	cel_circ_0000476	353	353	fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y41D4B.19b	npp-8	Memczak2013
chrV	19674807	19676198	+	cel_circ_0000682	1391	367	2cell, fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y43F8C.12	mrp-7	Memczak2013
chrIII	1461818	1463584	+	cel_circ_0000322	1766	328	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y82E9BR.1	Y82E9BR.1	Memczak2013
chrIV	3736067	3739715	-	cel_circ_0000511	3648	1895	fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y37E11AR.3a	Y37E11AR.3	Memczak2013
chrII	15222726	15223093	+	cel_circ_0000286	367	367	1cell, 2cell	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	Y46E12BL.4	Y46E12BL.4	Memczak2013
chrIII	12276661	12276769	-	cel_circ_0000446	108	108	fem1, spe9	None	ANTISENSE, coding, INTERNAL, intronic	Y75B8A.25	Y75B8A.25	Memczak2013
chrI	3598621	3598976	-	cel_circ_0000048	355	308	1cell, 2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y47G6A.29	Y47G6A.29	Memczak2013
chrI	12494814	12495858	+	cel_circ_0000125	1044	450	spe9, sperm_act	None	ANNOTATED, CDS, coding, UTR5	T27F6.7	T27F6.7	Memczak2013
chrV	15058101	15058574	-	cel_circ_0000636	473	473	2cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	C25D7.6	mcm-3	Memczak2013
chrV	4576260	4576593	+	cel_circ_0000604	381	381	fem1, spe9, sperm	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	Y61A9LA.3a	Y61A9LA.3	Memczak2013
chrV	8486467	8486687	-	cel_circ_0000618	220	220	sperm, sperm_act	LTR	INTERGENIC	None	None	Memczak2013
chrII	8424133	8424215	-	cel_circ_0000240	82	82	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	F14E5.2b	F14E5.2	Memczak2013
chrIII	1927665	1927938	+	cel_circ_0000333	1797	641	fem1, spe9	None	ANNOTATED, CDS, coding, UTR5	F53A3.6	F53A3.6	Memczak2013
chrII	916206	931248	+	cel_circ_0000185	15042	14996	fem1, spe9	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	R07C3.7	fbxc-29	Memczak2013
chrIII	834296	835205	+	cel_circ_0000308	909	801	fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	K02F3.4.2	zip-2	Memczak2013
chrV	20401148	20401325	-	cel_circ_0000694	177	177	spe9	None	ANNOTATED, CDS, coding, INTERNAL	F53H2.3	F53H2.3	Memczak2013
chrII	9994197	9998651	+	cel_circ_0000252	4454	615	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	ZK892.1a	lec-3	Memczak2013
chrIII	4042342	4053226	-	cel_circ_0000374	10884	10834	1cell, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	E03A3.2	rcq-5	Memczak2013
chrIII	646750	648264	+	cel_circ_0000301	2787	845	fem1, spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, upstream_start, UTR5	W06E11.7	W06E11.7	Memczak2013
chrI	13784388	13784612	+	cel_circ_0000149	1681	719	sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	Y37H9A.3	Y37H9A.3	Memczak2013
chrII	4957814	4958459	-	cel_circ_0000224	645	546	1cell, fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y38A8.3	ulp-2	Memczak2013
chrIV	6106151	6106491	+	cel_circ_0000527	340	289	1cell, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	K08B4.1a	lag-1	Memczak2013
chrI	13516312	13518260	+	cel_circ_0000142	1948	594	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y87G2A.1	Y87G2A.1	Memczak2013
chrII	2509524	2509860	+	cel_circ_0000203	336	336	1cell, 2cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	F59H5.1	F59H5.1	Memczak2013
chrIII	10667571	10669222	+	cel_circ_0000427	1651	454	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y39A1A.15c	cnt-2	Memczak2013
chrIV	13787708	13787853	-	cel_circ_0000573	145	145	1cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y45F10D.9	sas-6	Memczak2013
chrV	5942114	5942265	-	cel_circ_0000609	151	151	1cell	None	ANTISENSE, CDS, coding, INTERNAL	M03F8.3a	M03F8.3	Memczak2013
chrI	5179622	5180199	+	cel_circ_0000060	577	478	fem1, spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F56A3.3a.1	npp-6	Memczak2013
chrII	10993817	10996197	+	cel_circ_0000253	2380	782	fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C09D8.1b	ptp-3	Memczak2013
chrX	6089018	6089175	-	cel_circ_0000705	157	157	2cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	C15H9.6.1	hsp-3	Memczak2013
